DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201225756,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,500,12,77th Street,1232,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0344 1822,41,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,5900    4TH                          AV,,33.9855,-118.3216
230618189,11/23/2023 12:00:00 AM,11/21/2023 12:00:00 AM,1000,6,Hollywood,639,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0400 0421,37,M,B,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930.0,,,,5400    HOLLYWOOD                    BL,,34.1036,-118.3049
241407417,03/15/2024 12:00:00 AM,03/14/2024 12:00:00 AM,1930,14,Pacific,1454,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,44,M,A,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,13400    MAXELLA                      AV,,33.9867,-118.4413
200104270,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1630,1,Central,195,1,330,BURGLARY FROM VEHICLE,1822 0344 1307 1609,32,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1300 S  LOS ANGELES                  ST,,34.0357,-118.2593
231405885,02/15/2023 12:00:00 AM,02/14/2023 12:00:00 AM,1930,14,Pacific,1407,1,520,VEHICLE - ATTEMPT STOLEN,0329 1300,28,M,W,103.0,ALLEY,,,IC,Invest Cont,520.0,998.0,,,3400    VINTON                       AV,,34.0283,-118.4084
211816503,09/08/2021 12:00:00 AM,09/08/2021 12:00:00 AM,205,18,Southeast,1831,1,310,BURGLARY,0329 2034 0387 1601 1300 0400,19,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,310.0,,,,12200    MENLO                        AV,,33.9217,-118.289
210708029,04/24/2021 12:00:00 AM,04/23/2021 12:00:00 AM,1500,7,Wilshire,777,1,310,BURGLARY,1822 0344,80,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,1600    BUCKINGHAM                   RD,,34.0438,-118.3342
220307723,03/19/2022 12:00:00 AM,03/17/2022 12:00:00 AM,2300,3,Southwest,328,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,600 W  32ND                         ST,,34.0235,-118.279
230122912,10/29/2023 12:00:00 AM,10/28/2023 12:00:00 AM,2100,1,Central,176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0216 0431 0910,28,M,H,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,CENTRAL                      AV,7TH                          ST,34.0404,-118.2504
221013299,08/23/2022 12:00:00 AM,08/16/2022 12:00:00 AM,1630,10,West Valley,1079,1,330,BURGLARY FROM VEHICLE,1822 0344,45,M,O,602.0,BANK,,,IC,Invest Cont,330.0,,,,15800    VENTURA                      BL,,34.1599,-118.4766
211516903,11/02/2021 12:00:00 AM,11/02/2021 12:00:00 AM,518,15,N Hollywood,1581,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28,M,O,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,4100    LAURELGROVE                  AV,,34.1456,-118.4009
200613745,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,230,6,Hollywood,666,1,210,ROBBERY,1822 2004 0445 0416 0344 0400 0334 1202 0432 0448,60,M,B,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,VINE,FOUNTAIN,34.0944,-118.3266
241709905,05/27/2024 12:00:00 AM,05/26/2024 12:00:00 AM,2000,17,Devonshire,1795,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,17100    ROSCOE                       BL,,34.2214,-118.5055
221913389,08/19/2022 12:00:00 AM,08/18/2022 12:00:00 AM,2320,19,Mission,1974,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,8900    TOBIAS                       AV,,34.2318,-118.4517
220212221,06/21/2022 12:00:00 AM,06/12/2022 12:00:00 AM,1430,2,Rampart,233,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344 0352 2032,61,M,W,517.0,MISSIONS/SHELTERS,,,IC,Invest Cont,341.0,,,,200 N  BENTON                       WY,,34.0713,-118.2767
201319728,11/09/2020 12:00:00 AM,11/09/2020 12:00:00 AM,2135,13,Newton,1313,1,210,ROBBERY,1218 2000 0913 0416 0344,26,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1200 E  20TH                         ST,,34.0247,-118.2536
220308523,04/03/2022 12:00:00 AM,04/03/2022 12:00:00 AM,2315,3,Southwest,357,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,67,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1200 W  35TH                         ST,,34.0242,-118.2944
221913376,08/18/2022 12:00:00 AM,08/18/2022 12:00:00 AM,1350,19,Mission,1981,2,888,TRESPASSING,2004,57,M,O,505.0,MOTEL,,,IC,Invest Cont,888.0,,,,8500 N  SEPULVEDA                    BL,,34.2267,-118.4704
241908506,05/02/2024 12:00:00 AM,05/02/2024 12:00:00 AM,1400,19,Mission,1912,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,15500    FOOTHILL                     BL,,34.323,-118.4696
220126407,12/15/2022 12:00:00 AM,12/14/2022 12:00:00 AM,2300,1,Central,152,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,26,F,H,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,330.0,,,,5TH                          ST,OLIVE,34.0495,-118.2528
240105677,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,500,1,Central,132,1,310,BURGLARY,0344 1609,52,M,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,700 W  1ST                          ST,,34.0564,-118.2499
221909150,05/06/2022 12:00:00 AM,05/05/2022 12:00:00 AM,2300,19,Mission,1915,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 1814 0344,25,M,H,210.0,RESTAURANT/FAST FOOD,,,AO,Adult Other,341.0,,,,14100    HUBBARD                      ST,,34.2995,-118.4392
230714626,09/14/2023 12:00:00 AM,09/13/2023 12:00:00 AM,2129,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 2028,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
230804714,01/18/2023 12:00:00 AM,01/17/2023 12:00:00 AM,2100,8,West LA,852,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2004 1218 1817 0411,39,M,H,103.0,ALLEY,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,11900    SANTA MONICA                 BL,,34.0419,-118.4603
232011847,06/21/2023 12:00:00 AM,04/07/2023 12:00:00 AM,1440,20,Olympic,2015,2,354,THEFT OF IDENTITY,0100 0930 1822,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,200 N  NEW HAMPSHIRE                AV,,34.0745,-118.2929
211813827,07/18/2021 12:00:00 AM,07/18/2021 12:00:00 AM,830,18,Southeast,1834,1,350,"THEFT, PERSON",0344 1814 2000 0913 0416 0419,24,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,626.0,,,99TH                         ST,AVALON                       BL,33.9398,-118.2611
210415699,12/09/2021 12:00:00 AM,12/08/2021 12:00:00 AM,2300,4,Hollenbeck,464,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2100 E  4TH                          ST,,34.0445,-118.2116
231215824,07/17/2023 12:00:00 AM,07/16/2023 12:00:00 AM,1900,12,77th Street,1283,1,520,VEHICLE - ATTEMPT STOLEN,1822 0329 1307 1202,77,F,B,101.0,STREET,,,IC,Invest Cont,520.0,,,,2000 W  93RD                         ST,,33.9519,-118.3134
200316064,08/20/2020 12:00:00 AM,08/12/2020 12:00:00 AM,1900,3,Southwest,312,1,350,"THEFT, PERSON",0344 0346 0377 1822,29,F,H,102.0,SIDEWALK,,,IC,Invest Cont,350.0,,,,ADAMS                        BL,LA BREA                      AV,34.0325,-118.3509
201104791,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1750,11,Northeast,1171,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3300 W  SUNSET                       BL,,34.0917,-118.2741
201916250,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,130,19,Mission,1972,1,350,"THEFT, PERSON",0913 2000 1814 0346,27,F,H,102.0,SIDEWALK,,,AO,Adult Other,350.0,,,,9000    COLUMBUS                     AV,,34.2337,-118.4654
210506117,02/23/2021 12:00:00 AM,02/23/2021 12:00:00 AM,1320,5,Harbor,564,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 0202,35,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,PALOS VERDES,5TH,33.7403,-118.2814
221812332,06/08/2022 12:00:00 AM,06/01/2022 12:00:00 AM,105,18,Southeast,1844,2,354,THEFT OF IDENTITY,0922,47,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,700 E  110TH                        ST,,33.9357,-118.263
231013299,09/04/2023 12:00:00 AM,09/03/2023 12:00:00 AM,2100,10,West Valley,1028,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,16500    VANOWEN                      ST,,34.1939,-118.4924
210209232,05/09/2021 12:00:00 AM,05/09/2021 12:00:00 AM,1830,2,Rampart,236,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0202 0432,32,F,H,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,200 S  ALVARADO                     ST,,34.0636,-118.2723
201226649,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,130,12,77th Street,1259,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0416 2002,48,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,800 E  76TH                         ST,,33.9712,-118.2608
201816086,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1045,18,Southeast,1849,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1258 0913 1251 0552,13,F,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627.0,,,,11400    MONA                         BL,,33.9304,-118.2307
242109394,05/28/2024 12:00:00 AM,05/28/2024 12:00:00 AM,515,21,Topanga,2156,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,32,M,A,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,420.0,,,,6400    CANOGA                       AV,,34.1865,-118.5975
221613816,10/31/2022 12:00:00 AM,10/31/2021 12:00:00 AM,1400,16,Foothill,1638,2,860,BATTERY WITH SEXUAL CONTACT,0913 0500 0522 0372 1824,16,F,H,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,10600    PLAINVIEW                    AV,,34.2606,-118.2979
220127148,12/27/2022 12:00:00 AM,12/27/2022 12:00:00 AM,120,1,Central,121,1,330,BURGLARY FROM VEHICLE,1609 1822 0329 0344 1307,19,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,DIAMOND                      ST,N  FIGUEROA                     ST,34.0589,-118.2526
202015634,10/08/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1600,20,Olympic,2038,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,600    SHATTO                       PL,,34.0605,-118.2903
240206027,02/07/2024 12:00:00 AM,02/05/2024 12:00:00 AM,1500,2,Rampart,249,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0352 0344 1822 1300 1606,40,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,1100    WILSHIRE                     BL,,34.0523,-118.2633
200706067,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,630,7,Wilshire,749,2,850,INDECENT EXPOSURE,0538 1822 0500 0910,18,F,H,124.0,BUS STOP,,,IC,Invest Cont,850.0,,,,OLYMPIC,LUCERNE,34.0553,-118.3279
211314429,08/18/2021 12:00:00 AM,08/16/2021 12:00:00 AM,1832,13,Newton,1385,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,M,F,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,740.0,,,,5800 S  CENTRAL                      AV,,33.9822,-118.2565
231012720,08/20/2023 12:00:00 AM,08/20/2023 12:00:00 AM,1650,10,West Valley,1006,1,210,ROBBERY,0325 1236 0945 1309 0216 1822,33,M,H,202.0,LIQUOR STORE,113.0,SIMULATED GUN,IC,Invest Cont,210.0,,,,17300    SATICOY                      ST,,34.2147,-118.5142
222011598,06/26/2022 12:00:00 AM,06/24/2022 12:00:00 AM,1800,20,Olympic,2035,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,27,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,3300    WILSHIRE                     BL,,34.0618,-118.2985
221806903,03/04/2022 12:00:00 AM,03/04/2022 12:00:00 AM,800,18,Southeast,1841,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1202,66,F,B,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,,,IC,Invest Cont,440.0,,,,800 W  IMPERIAL                     HY,,33.9367,-118.2871
220605859,02/11/2022 12:00:00 AM,02/08/2022 12:00:00 AM,1200,6,Hollywood,668,1,820,ORAL COPULATION,0507 1206 0443 0334 1822 0500 0400 1218,33,F,W,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,230.0,820.0,930.0,,SUNSET,WILTON,34.0981,-118.3136
221014245,09/20/2022 12:00:00 AM,09/20/2022 12:00:00 AM,1954,10,West Valley,1063,1,220,ATTEMPTED ROBBERY,1822 0325 0400 0216 1414 0421,0,M,W,405.0,CLOTHING STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,18700    VENTURA                      BL,,34.1707,-118.5407
220118793,08/21/2022 12:00:00 AM,08/21/2022 12:00:00 AM,1245,1,Central,163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1234,32,F,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440.0,,,,8TH                          ST,BROADWAY,34.0445,-118.2558
200306482,02/11/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1530,3,Southwest,362,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,58,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,3900    COCO                         AV,,34.0155,-118.3497
221514516,09/02/2022 12:00:00 AM,09/02/2022 12:00:00 AM,1,15,N Hollywood,1514,2,354,THEFT OF IDENTITY,0377 1822 0930,25,F,H,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,6800    BEN                          AV,,34.194,-118.3943
232112919,08/15/2023 12:00:00 AM,10/01/2022 12:00:00 AM,1200,21,Topanga,2143,2,354,THEFT OF IDENTITY,0929 1822,54,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6900    FALLBROOK                    AV,,34.1883,-118.6274
231218611,08/29/2023 12:00:00 AM,08/23/2023 12:00:00 AM,1120,12,77th Street,1211,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385 1822 0216,31,M,B,102.0,SIDEWALK,,,IC,Invest Cont,331.0,,,,57TH                         ST,BRYNHURST                    AV,33.9909,-118.3333
230305297,01/26/2023 12:00:00 AM,01/25/2023 12:00:00 AM,1510,3,Southwest,399,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300 1606 0352,25,M,H,247.0,CAR WASH,,,IC,Invest Cont,420.0,,,,4200 S  FIGUEROA                     ST,,34.0072,-118.2827
221212868,05/31/2022 12:00:00 AM,05/31/2022 12:00:00 AM,1230,12,77th Street,1243,2,647,THROWING OBJECT AT MOVING VEHICLE,1822,8,M,H,101.0,STREET,306.0,ROCK/THROWN OBJECT,AO,Adult Other,647.0,,,,WESTERN                      AV,64TH                         ST,33.9814,-118.309
220217219,09/22/2022 12:00:00 AM,09/22/2022 12:00:00 AM,1310,2,Rampart,246,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1822,28,M,W,405.0,CLOTHING STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 S  ALVARADO                     ST,,34.0613,-118.2737
230205602,01/27/2023 12:00:00 AM,01/26/2023 12:00:00 AM,110,2,Rampart,279,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 0344,0,X,X,103.0,ALLEY,,,IC,Invest Cont,331.0,,,,OLYMPIC,BLAINE,34.0476,-118.2707
201508851,04/16/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2240,15,N Hollywood,1599,1,310,BURGLARY,1309 1601 0329 0344 1300,49,M,O,255.0,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",,,IC,Invest Cont,310.0,,,,3500    CAHUENGA                     BL,,34.1329,-118.3559
210409450,06/08/2021 12:00:00 AM,06/08/2021 12:00:00 AM,2100,4,Hollenbeck,467,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0340 0334 0202 1822,34,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,3RD,MATTHEWS,34.0387,-118.2079
241008137,04/24/2024 12:00:00 AM,04/24/2024 12:00:00 AM,145,10,West Valley,1045,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 0385,28,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,17900    TIARA                        ST,,34.179,-118.523
212018899,12/30/2021 12:00:00 AM,12/29/2021 12:00:00 AM,2055,20,Olympic,2029,1,220,ATTEMPTED ROBBERY,0910 0400 0416 0445 1822,27,M,W,906.0,MTA - RED LINE - VERMONT/BEVERLY,211.0,AXE,IC,Invest Cont,220.0,,,,VERMONT,WILSHIRE,34.0618,-118.2917
210705429,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,1,7,Wilshire,737,1,310,BURGLARY,0344 1822 1606,27,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,5200    WILSHIRE                     BL,,34.0622,-118.3434
211806022,02/09/2021 12:00:00 AM,02/09/2021 12:00:00 AM,1815,18,Southeast,1801,2,624,BATTERY - SIMPLE ASSAULT,0913 0603 0416 0446 0400,50,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9100    BARING CROSS                 ST,,33.9528,-118.2893
201111934,07/28/2020 12:00:00 AM,07/28/2020 12:00:00 AM,1000,11,Northeast,1148,2,901,VIOLATION OF RESTRAINING ORDER,1821 2038 0432,43,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,300    MUSEUM                       DR,,34.1006,-118.2075
200305572,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1320,3,Southwest,341,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2024 1309,52,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,3800 S  ORANGE                       DR,,34.0178,-118.3569
230115133,07/01/2023 12:00:00 AM,06/30/2023 12:00:00 AM,2330,1,Central,162,1,330,BURGLARY FROM VEHICLE,0329 0344 1609 1307,37,M,B,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
220416708,12/27/2022 12:00:00 AM,12/23/2022 12:00:00 AM,1400,4,Hollenbeck,421,1,330,BURGLARY FROM VEHICLE,0344 1300 1307 1609 1822,0,X,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,AVENUE 17,MAIN,34.0668,-118.2213
211514055,09/02/2021 12:00:00 AM,09/02/2021 12:00:00 AM,800,15,N Hollywood,1563,2,860,BATTERY WITH SEXUAL CONTACT,0400 0448 2024,12,F,H,720.0,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,4500    IRVINE                       AV,,34.1522,-118.3855
210715895,11/22/2021 12:00:00 AM,11/19/2021 12:00:00 AM,1200,7,Wilshire,749,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,800 S  PLYMOUTH                     BL,,34.058,-118.3248
230307646,03/11/2023 12:00:00 AM,03/10/2023 12:00:00 AM,2330,3,Southwest,328,1,352,PICKPOCKET,0344 1822,22,F,C,742.0,"SPORTS VENUE, OTHER",,,IC,Invest Cont,352.0,,,,600 W  JEFFERSON                    BL,,34.0225,-118.2812
201321217,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1920,13,Newton,1377,1,761,BRANDISH WEAPON,0906 0334 0421 0432 0216 0913 0851,53,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,761.0,930.0,,,5400    DUARTE                       ST,,33.9934,-118.2423
211612957,10/30/2021 12:00:00 AM,10/29/2021 12:00:00 AM,2000,16,Foothill,1684,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,31,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,7900    LAUREL CANYON                BL,,34.2139,-118.3965
221010196,06/02/2022 12:00:00 AM,06/02/2022 12:00:00 AM,1800,10,West Valley,1043,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0443 0422 1906,8,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,5900    RESEDA                       BL,,34.1769,-118.5384
200316887,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1050,3,Southwest,358,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0334 0359 0421 1402 2004,30,F,B,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,207.0,OTHER KNIFE,AA,Adult Arrest,930.0,,,,3600    TROUSDALE                    PY,,34.0215,-118.2868
221508532,04/10/2022 12:00:00 AM,04/09/2022 12:00:00 AM,1400,15,N Hollywood,1526,1,330,BURGLARY FROM VEHICLE,1300 0344,59,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,11600    OXNARD                       ST,,34.1849,-118.3834
220116813,07/25/2022 12:00:00 AM,07/25/2022 12:00:00 AM,958,1,Central,132,1,310,BURGLARY,0344 1402 1601,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,998.0,,,200 S  FIGUEROA                     ST,,34.0566,-118.2531
221115551,10/26/2022 12:00:00 AM,10/26/2022 12:00:00 AM,1000,11,Northeast,1129,1,310,BURGLARY,0344 0321,39,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,900    EASY                         ST,,34.1211,-118.1726
230124882,11/26/2023 12:00:00 AM,11/18/2023 12:00:00 AM,1940,1,Central,118,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,45,M,K,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,330.0,,,,1500 N  SPRING                       ST,,34.0677,-118.2309
231010220,06/11/2023 12:00:00 AM,06/11/2023 12:00:00 AM,430,10,West Valley,1039,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 1820 0400 0429 2002 1414,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6700    WOODLEY                      AV,,34.1924,-118.4837
200614300,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,730,6,Hollywood,663,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,54,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,MANSFIELD,SANTA MONICA,34.0907,-118.3405
210121299,11/30/2021 12:00:00 AM,11/30/2021 12:00:00 AM,20,1,Central,192,1,210,ROBBERY,0344 0334 1822 0355 0308 0907 1309 1414,23,M,O,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,VENICE,FLOWER,34.037,-118.2688
221115821,11/01/2022 12:00:00 AM,10/15/2022 12:00:00 AM,5,11,Northeast,1135,1,820,ORAL COPULATION,2000 0913 1813 0512 0532,37,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,820.0,,,,3100    WELDON                       AV,,34.1164,-118.2332
211104838,01/25/2021 12:00:00 AM,01/25/2021 12:00:00 AM,252,11,Northeast,1102,2,946,OTHER MISCELLANEOUS CRIME,1822 1602 0358 0342,0,X,X,213.0,WAREHOUSE,,,IC,Invest Cont,946.0,,,,5400    SAN FERNANDO                 RD,,34.1509,-118.2747
211509131,05/08/2021 12:00:00 AM,05/06/2021 12:00:00 AM,1400,15,N Hollywood,1569,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,53,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,4500    STROHM                       AV,,34.1522,-118.3593
